Názov;Názov liečiva;;;
Atorvastatin Teva 60 mg;Atorvastatín;;;
Atorvastatin Teva 80 mg;Atorvastatín;;;
Atorvastatin Teva 80 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 10 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 10 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 20 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 20 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 40 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 40 mg;Atorvastatín;;;
Atorvastatin Teva Pharma 80 mg;Atorvastatín;;;
Atorvastatin Viatris 20 mg;Atorvastatín;;;
Atorvastatin Viatris 40 mg;Atorvastatín;;;
Atorvastatín/Ezetimib Teva 20 mg/10 mg;Atorvastatín a ezetimib;;;
Atorvastatín/Ezetimib Teva 20 mg/10 mg;Atorvastatín a ezetimib;;;
Atorvastatín/Ezetimib Teva 40 mg/10 mg;Atorvastatín a ezetimib;;;
Atorvastatín/Ezetimib Teva 40 mg/10 mg;Atorvastatín a ezetimib;;;
Atorvastatín/Ezetimib Teva 80 mg/10 mg;Atorvastatín a ezetimib;;;
Atorvastatín/Ezetimib Teva 80 mg/10 mg;Atorvastatín a ezetimib;;;
Atrimil 10 mg filmom obalené tablety Atrimil 20 mg filmom obalené tablety Atrimil 30 mg filmom obalené tablety;Apremilast;;;
Atrimil 30 mg filmom obalené tablety;Apremilast;;;
Atucare 0,5 mg/0,4 mg tvrdé kapsuly;Tamsulozín a dutasterid;;;
AUBAGIO 14 mg filmom obalené tablety;Teriflunomid;;;
Augmentin 1 g;Amoxicilín a inhibítor betalaktamázy;;;
Augmentin 625 mg;Amoxicilín a inhibítor betalaktamázy;;;
Augmentin DUO s príchuťou miešaného ovocia;Amoxicilín a inhibítor betalaktamázy;;;
AULIN 100 mg granulát;Nimesulid;;;
AULIN 100 mg granulát;Nimesulid;;;
AULIN 100 mg tablety;Nimesulid;;;
AULIN 100 mg tablety;Nimesulid;;;
AVAMYS 27,5 mikrogramov/vstrek, nosová suspenzná aerodisperzia;Flutikazónfuroát;;;
Avastin 25 mg/ml koncentrát na infúzny roztok;Bevacizumab;;;
AVONEX 30 mikrogramov/0,5 ml injekčný roztok naplnený v injekčnom pere;Interferón beta-1a;;;
Avtozma 162 mg injekčný roztok v naplnenej injekčnej striekačke;Tocilizumab;;;
Avtozma 162 mg injekčný roztok v naplnenom pere;Tocilizumab;;;
Avtozma 20 mg/ml koncentrát na infúzny roztok;Tocilizumab;;;
Avtozma 20 mg/ml koncentrát na infúzny roztok;Tocilizumab;;;
Avtozma 20 mg/ml koncentrát na infúzny roztok;Tocilizumab;;;
AXETINE 250 mg;Cefuroxím;;;
AXETINE 500 mg;Cefuroxím;;;
Azacitidine Accord 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine Accord 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine betapharm 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine Glenmark 25 mg/ml;Azacitidín;;;
Azacitidine Kabi 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine Sandoz 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine STADA Arzneimittel 25 mg/ml prášok na injekčnú suspenziu;Azacitidín;;;
Azacitidine Zentiva;Azacitidín;;;
AZARGA 10 mg/ml + 5 mg/ml očné suspenzné kvapky;Timolol, kombinácie;;;
AZARGA 10 mg/ml + 5 mg/ml očné suspenzné kvapky;Timolol, kombinácie;;;
Azelastín/Flutikazón STADA;Flutikazón,kombinácie;;;
Azelastín/Flutikazón Teva 137 mikrogramov/50 mikrogramov;Flutikazón,kombinácie;;;
Azibiot;Azitromycín;;;
AZILECT 1 mg tablety;Razagilín;;;
AZILECT 1 mg tablety;Razagilín;;;
Azithromycin Sandoz 200 mg/5 ml prášok na perorálnu suspenziu;Azitromycín;;;
Azithromycin Sandoz 250 mg filmom obalené tablety;Azitromycín;;;
Azithromycin Sandoz 500 mg filmom obalené tablety;Azitromycín;;;
Azithromycin Sandoz 500 mg filmom obalené tablety;Azitromycín;;;
Azitromycin Viatris 500 mg;Azitromycín;;;
Azitrox 250;Azitromycín;;;
Azitrox 500;Azitromycín;;;
AZOPT 10 mg/ml, očné suspenzné kvapky;Brinzolamid;;;
Bactroban;Mupirocín;;;
Balcoga 20 mg filmom obalené tablety;Sildenafil;;;
Balneum Hermal;Lieky s vazelínou a tukmi;;;
Balneum Hermal F;Lieky s vazelínou a tukmi;;;
Balneum Hermal Plus;Lieky s vazelínou a tukmi;;;
Balneum Hermal Plus;Lieky s vazelínou a tukmi;;;
Baneocin;Iné antibiotiká na lokálne použitie;;;
Baqsimi 3 mg nosový prášok v jednodávkovom obale;Glukagón;;;
Bavencio 20 mg/ml infúzny koncentrát;Avelumab;;;
BCG-medac;BCG vakcína;;;
BECLOMET EASYHALER 200 mcg;Beklometazón;;;
BECLOMET NASAL AQUA 100 µg;Beklometazón;;;
Beklometazón/Formoterol STADA 100 mikrogramov/6 mikrogramov/dávka;Formoterol a beklometazón;;;
Beklometazón/Formoterol STADA 100 mikrogramov/6 mikrogramov/dávka;Formoterol a beklometazón;;;
Beklometazón/Formoterol STADA 200 mikrogramov/6 mikrogramov/dávka;Formoterol a beklometazón;;;
Beklometazón/Formoterol STADA 200 mikrogramov/6 mikrogramov/dávka;Formoterol a beklometazón;;;
BELAKNE COMBI;Adapalén, kombinácie;;;
Belakne gél;Adapalén;;;
Belakne krém;Adapalén;;;
Beloderm;Betametazón;;;
Beloderm;Betametazón;;;
Beloderm lotion;Betametazón;;;
BELODUT;Tamsulozín a dutasterid;;;
BELOGENT;Betametazón a antibiotiká;;;
BELOGENT;Betametazón a antibiotiká;;;
Belokast 10 mg;Montelukast;;;
Belokast 5 mg;Montelukast;;;
BELORETIN 10 mg;Izotretinoín;;;
BELORETIN 20 mg;Izotretinoín;;;
Belosalic;Betametazón;;;
Belosalic;Betametazón;;;
Belosalic;Betametazón;;;
Bemfola 150 IU/0,25 ml injekčný roztok v naplnenom pere;Folitropín-alfa;;;
Bemfola 225 IU/0,375 ml injekčný roztok v naplnenom pere;Folitropín-alfa;;;
Bemfola 300 IU/0,50 ml injekčný roztok v naplnenom pere;Folitropín-alfa;;;
Bemfola 75 IU/0,125 ml injekčný roztok v naplnenom pere;Folitropín-alfa;;;
Bendamustine Glenmark 2,5 mg/ml;Bendamustín;;;
Bendamustine Glenmark 2,5 mg/ml;Bendamustín;;;
Bendamustine Kabi 2,5 mg/ml;Bendamustín;;;
Bendamustine Kabi 2,5 mg/ml;Bendamustín;;;
BENEMICIN 150 mg;Rifampicín;;;
BENEMICIN 300 mg;Rifampicín;;;
Benepali 50 mg injekčný roztok naplnený v injekčnej striekačke;Etanercept;;;
Benepali 50 mg injekčný roztok naplnený v injekčnom pere;Etanercept;;;
Benlysta 120 mg prášok na infúzny koncentrát;Belimumab;;;
Benlysta 200 mg injekčný roztok naplnený v injekčnom pere;Belimumab;;;
Benlysta 400 mg prášok na infúzny koncentrát;Belimumab;;;
BENOXI 0,4 %;Oxybuprokaín;;;
Beovu 120 mg/ml injekčný roztok v naplnenej injekčnej striekačke;Brolucizumab;;;
Berinert 500 IU;C1-inhibítor, derivát plazmy;;;
Beriplex 500 IU;Koagulačné faktory IX, II, VII a X v kombinácii;;;
BESPONSA 1 mg prášok na infúzny koncentrát;Inotuzumab-ozogamicín;;;
BETAC;Betaxolol;;;
BETAC;Betaxolol;;;
Betaferon 250 mikrogramov/ml, prášok a rozpúšťadlo na injekčný roztok;Interferón beta-1b;;;
Betahistin Actavis 16 mg;Betahistín;;;
Betahistin Actavis 24 mg;Betahistín;;;
Betahistin Actavis 24 mg;Betahistín;;;
Betahistin Actavis 8 mg;Betahistín;;;
Betahistin Viatris 24 mg;Betahistín;;;
Betahistin Viatris 24 mg;Betahistín;;;
Betaklav 500 mg/125 mg filmom obalené tablety;Amoxicilín a inhibítor betalaktamázy;;;
Betaklav 875 mg/125 mg filmom obalené tablety;Amoxicilín a inhibítor betalaktamázy;;;
Betaloc ZOK 100 mg;Metoprolol;;;
Betaloc ZOK 25 mg;Metoprolol;;;
Betaloc ZOK 50 mg;Metoprolol;;;
Betaxolol Medreg 20 mg;Betaxolol;;;
Betmiga 50 mg tablety s predĺženým uvoľňovaním;Mirabegron;;;
Betmiga 50 mg tablety s predĺženým uvoľňovaním;Mirabegron;;;
BETOPTIC;Betaxolol;;;
BETOPTIC S;Betaxolol;;;
Bevespi Aerosphere 7,2 mikrogramov/5 mikrogramov inhalačná suspenzia v tlakovom obale;Formoterol  a glykopyróniumbromid;;;
Bevimlar 15 mg filmom obalené tablety;Rivaroxabán;;;
Bevimlar 15 mg filmom obalené tablety;Rivaroxabán;;;
Bevimlar 15 mg filmom obalené tablety;Rivaroxabán;;;
Bevimlar 15 mg filmom obalené tablety + Bevimlar 20 mg filmom obalené tablety;Rivaroxabán;;;
Bevimlar 20 mg filmom obalené tablety;Rivaroxabán;;;
Bevimlar 20 mg filmom obalené tablety;Rivaroxabán;;;
Bewim 10 mg filmom obalené tablety;Prasugrel;;;
Bicagelan 150 mg filmom obalené tablety;Bikalutamid;;;
Bicalutamid-Teva 150 mg;Bikalutamid;;;
Bicalutamide Pharmevid 150 mg;Bikalutamid;;;
Bigital 10 mg/5 mg;Bisoprolol a iné antihypertenzíva;;;
Bigital 10 mg/5 mg;Bisoprolol a iné antihypertenzíva;;;
Bigital 5 mg/10 mg;Bisoprolol a iné antihypertenzíva;;;
Bigital 5 mg/10 mg;Bisoprolol a iné antihypertenzíva;;;
Bigital 5 mg/5 mg;Bisoprolol a iné antihypertenzíva;;;
Bigital 5 mg/5 mg;Bisoprolol a iné antihypertenzíva;;;
Biktarvy 50 mg/200 mg/25 mg filmom obalené tablety;Emtricitabín, tenofovir alafenamid a biktegravir;;;
Bilamcar 16 mg/10 mg tvrdé kapsuly;Kandesartan a amlodipín;;;
Bilamcar 16 mg/5 mg tvrdé kapsuly;Kandesartan a amlodipín;;;
Bilamcar 8 mg/5 mg tvrdé kapsuly;Kandesartan a amlodipín;;;
Bilastin STADA 20 mg tablety;Bilastín;;;
Bimatoprost Olikla 0,3 mg/ml očná roztoková instilácia;Bimatoprost;;;
Bimatoprost Olikla 0,3 mg/ml očná roztoková instilácia;Bimatoprost;;;
Bimatoprost/timolol Olikla 0,3 mg/ml + 5 mg/ml očné roztokové kvapky;Timolol, kombinácie;;;
Bimatoprost/timolol Olikla 0,3 mg/ml + 5 mg/ml očné roztokové kvapky;Timolol, kombinácie;;;
Bimzelx 160 mg injekčný roztok v naplnenom pere;Bimekizumab;;;
Binabic 150 mg;Bikalutamid;;;
Binabic 150 mg;Bikalutamid;;;
Binocrit 10 000 IU/1 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 2 000 IU/1 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 3 000 IU/0,3 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 30 000 IU/0,75 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 4 000 IU/0,4 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 40 000 IU/1 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Binocrit 5 000 IU/0,5 ml injekčný roztok v naplnenej injekčnej striekačke;Erytropoetín;;;
Biomin H;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Biomin H;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
BISEPTOL 100 mg/20 mg;Sulfametoxazol a trimetoprim;;;
BISEPTOL 400 mg/80 mg;Sulfametoxazol a trimetoprim;;;
BISEPTOL 480;Sulfametoxazol a trimetoprim;;;
Bisocard 10 mg;Bisoprolol;;;
Bisocard 10 mg;Bisoprolol;;;
Bisocard 5 mg;Bisoprolol;;;
Bisocard 5 mg;Bisoprolol;;;
Bisomerck 5;Bisoprolol;;;
Bisomyl Combi 2,5 mg/6,25 mg;Bisoprolol a tiazidy;;;
Bisomyl Combi 5 mg/6,25 mg;Bisoprolol a tiazidy;;;
Bisoprolol Medreg 2,5 mg;Bisoprolol;;;
Bisoprolol Medreg 5 mg;Bisoprolol;;;
Bisoprolol Vitabalans 5 mg tablety;Bisoprolol;;;
Bisoprolol-ratiopharm 10 mg;Bisoprolol;;;
Bisoprolol-ratiopharm 5 mg;Bisoprolol;;;
Biston;Karbamazepín;;;
BITAMMON;Sultamicilín;;;
Bitinex 10 mg;Atomoxetín;;;
Bitinex 18 mg;Atomoxetín;;;
Bitinex 25 mg;Atomoxetín;;;
Bitinex 40 mg;Atomoxetín;;;
Bitinex 60 mg;Atomoxetín;;;
Bitinex 80 mg;Atomoxetín;;;
Bixebra 5 mg filmom obalené tablety;Ivabradín;;;
Bixebra 7,5 mg filmom obalené tablety;Ivabradín;;;
Blemaren N;Rozpúšťadlá močových kameňov;;;
BLINCYTO 38,5 mikrogramov prášok na prípravu infúzneho koncentrátu a roztok na prípravu infúzneho roztoku;Blinatumomab;;;
Bomyntra 120 mg injekčný roztok v injekčnej liekovke;Denosumab;;;
Bomyntra 120 mg injekčný roztok v naplnenej injekčnej striekačke;Denosumab;;;
Bonaxon;Fingolimod;;;
Bonviva 150 mg, filmom obalené tablety;Kyselina ibandrónová;;;
Bonviva 3 mg injekčný roztok;Kyselina ibandrónová;;;
Boostrix;Očkovacia látka proti čiernemu kašľu, purifikovaný antigén, kombinácie s toxoidmi;;;
Boostrix Polio;Očkovacia látka proti záškrtu-čiernemu kašľu-poliomyelitíde-tetanu;;;
Bortezomib Accord 2,5 mg/ml injekčný roztok;Bortezomib;;;
Bortezomib EVER Pharma 2,5 mg/ml injekčný roztok;Bortezomib;;;
Bortezomib Fresenius Kabi 3,5 mg prášok na injekčný roztok;Bortezomib;;;
Bortezomib Glenmark 3,5 mg;Bortezomib;;;
Bortezomib STADA;Bortezomib;;;
Bosentan Accord 125 mg filmom obalené tablety;Bosentán;;;
Bosentan Accord 62,5 mg filmom obalené tablety;Bosentán;;;
BOTOX 100 Allergan Units;Botulotoxín;;;
BOXARID 14 mg filmom obalené tablety;Teriflunomid;;;
Bozilos;Teriflunomid;;;
Braftovi 50 mg tvrdé kapsuly;Enkorafenib;;;
Braftovi 75 mg tvrdé kapsuly;Enkorafenib;;;
Bramitob;Tobramycín;;;
Bretaris Genuair 322 mikrogramov inhalačný prášok;Aklidíniumbromid;;;
Brilique 90 mg filmom obalené tablety;Tikagrelor;;;
Brimica Genuair 340 mikrogramov /12 mikrogramov inhalačný prášok;Formoterol a aklidínium;;;
BRIMONAL 0,2 %;Brimonidín;;;
Brimonidin Olikla 2 mg/ml očné roztokové kvapky;Brimonidín;;;
Brimonidin Olikla 2 mg/ml očné roztokové kvapky;Brimonidín;;;
Brimonidin/timolol Olikla 2 mg/ml + 5 mg/ml očné roztokové kvapky;Timolol, kombinácie;;;
Brimonidin/timolol Olikla 2 mg/ml + 5 mg/ml očné roztokové kvapky;Timolol, kombinácie;;;
BRINAVESS 20 mg/ml infúzny koncentrát;Vernakalant;;;
Brintellix 10 mg filmom obalené tablety;Vortioxetín;;;
Brinzolamid Olikla 10 mg/ml očné suspenzné kvapky;Brinzolamid;;;
Brinzolamid Olikla 10 mg/ml očné suspenzné kvapky;Brinzolamid;;;
Brinzolamid/timolol Olikla;Timolol, kombinácie;;;
Briviact 10 mg/ml perorálny roztok;Brivaracetam;;;
Briviact 100 mg filmom obalené tablety;Brivaracetam;;;
Briviact 25 mg filmom obalené tablety;Brivaracetam;;;
Briviact 50 mg filmom obalené tablety;Brivaracetam;;;
Briviact 75 mg filmom obalené tablety;Brivaracetam;;;
Brizadopt 10 mg/ml;Brinzolamid;;;
Brizadopt 10 mg/ml;Brinzolamid;;;
Bromazepam Medreg 1,5 mg;Bromazepam;;;
Bromazepam Medreg 3 mg;Bromazepam;;;
BRONCHO-VAXOM pre deti;Iné imunostimulanciá (zmena WHO);;;
BRONCHO-VAXOM pre deti;Iné imunostimulanciá (zmena WHO);;;
BRONCHO-VAXOM pre dospelých;Iné imunostimulanciá (zmena WHO);;;
BRUFEN 600 mg;Ibuprofén;;;
BRUFEN RETARD 800 mg;Ibuprofén;;;
BUCCOLAM 10 mg orálny roztok;Midazolam;;;
BUCCOLAM 2,5 mg orálny roztok;Midazolam;;;
BUCCOLAM 5 mg orálny roztok;Midazolam;;;
BUCCOLAM 7,5 mg orálny roztok;Midazolam;;;
Budelin Novolizer 200 µg;Budezonid;;;
Budelin Novolizer 200 µg;Budezonid;;;
Budenofalk 3 mg gastrorezistentné kapsuly;Budezonid;;;
Budenofalk rektálna pena;Budezonid;;;
Budiair 0,2 mg;Budezonid;;;
Bupivacaine Noridem 5 mg/ml injekčný roztok;Bupivakaín;;;
Bupivacaine Noridem 5 mg/ml injekčný roztok;Bupivakaín;;;
Bupretec 35 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Bupretec 52,5 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Bupretec 70 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Bupropion Neuraxpharm 300 mg tablety s riadeným uvoľňovaním;Bupropión;;;
Cabazitaxel EVER Pharma 10 mg/ml koncentrát na infúzny roztok;Kabazitaxel;;;
Cabazitaxel EVER Pharma 10 mg/ml koncentrát na infúzny roztok;Kabazitaxel;;;
Cabazitaxel EVER Pharma 10 mg/ml koncentrát na infúzny roztok;Kabazitaxel;;;
Cabest 0,5 mg;Kabergolín;;;
Cablivi 10 mg prášok a rozpúšťadlo na injekčný roztok;Kaplacizumab;;;
Caelyx pegylated liposomal 2 mg/ml infúzny koncentrát;Doxorubicín;;;
Caelyx pegylated liposomal 2 mg/ml infúzny koncentrát;Doxorubicín;;;
CALCIFEROL BBP 7,5 mg/ml;Ergokalciferol;;;
Calcichew-D3 Citron 1 000 mg/800 IU;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Calcichew-D3 Citron 500 mg/400 IU;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Calcichew-D3 Citron 500 mg/400 IU;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Calcii carbonas Galvex 500 mg;Uhličitan vápenatý;;;
CALCIUM BBP;Kalciumglukonát;;;
Calcium Resonium;Polystyrénsulfonát;;;
Calmaben;Difenhydramín;;;
Calquence 100 mg filmom obalené tablety;Akalabrutinib;;;
Caltrate 600 mg/400 IU D3 filmom obalená tableta;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Caltrate D3 500 mg/1000 IU žuvacie tablety;Vápnik, kombinácie s vitamínom D a/alebo s inými liečivami;;;
Calypsol;Ketamín;;;
CAMPRAL;Akamprosát;;;
Candesartan HCT ratiopharm 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Candesartan HCT ratiopharm 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Candesartan ratiopharm 16 mg;Kandesartan;;;
Candesartan ratiopharm 32 mg;Kandesartan;;;
Candesartan ratiopharm 8 mg;Kandesartan;;;
Candesartan Sandoz 16 mg tablety;Kandesartan;;;
Candesartan Sandoz 16 mg tablety;Kandesartan;;;
Candesartan Sandoz 8 mg tablety;Kandesartan;;;
Candesartan/Hydrochlorotiazid Sandoz 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Candesartan/Hydrochlorotiazid Sandoz 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Canifug-Lösung 10 mg/ml;Klotrimazol;;;
Capecitabine Accord 500 mg filmom obalené tablety;Kapecitabín;;;
Capecitabine medac 500 mg filmom obalené tablety;Kapecitabín;;;
Capecitabine Pharmacenter 500 mg filmom obalené tablety;Kapecitabín;;;
Capecitabine Pharmagen 500 mg filmom obalené tablety;Kapecitabín;;;
Capecitabine STADA;Kapecitabín;;;
Caprelsa 100 mg filmom obalené tablety;Vandetanib;;;
Caprelsa 300 mg filmom obalené tablety;Vandetanib;;;
Caprodez;Bikalutamid;;;
Carbaglu 200 mg dispergovateľné tablety;Kyselina karglumová (starý názov: Kyselina karglutámová);;;
Carbaglu 200 mg dispergovateľné tablety;Kyselina karglumová (starý názov: Kyselina karglutámová);;;
Carbomedac 10 mg/ ml koncentrát na infúzny roztok;Karboplatina;;;
Carbomedac 10 mg/ ml koncentrát na infúzny roztok;Karboplatina;;;
Carboplatin Accord 10 mg/ml koncentrát na infúzny roztok;Karboplatina;;;
Carboplatin Accord 10 mg/ml koncentrát na infúzny roztok;Karboplatina;;;
Carboplatin Kabi 10 mg/ml;Karboplatina;;;
Carboplatin Kabi 10 mg/ml;Karboplatina;;;
Cardilan;Draslík;;;
Cardilopin 5 mg;Amlodipín;;;
Carlagirin;Kyselina acetylsalicylová;;;
Carlagirin;Kyselina acetylsalicylová;;;
CARLEVO 25 mg/100 mg;Levodopa a inhibítory dekarboxylázy;;;
CARLEVO 25 mg/250 mg;Levodopa a inhibítory dekarboxylázy;;;
CARTEOL LP 20 mg/ml;Karteolol;;;
CARTEOL LP 20 mg/ml;Karteolol;;;
Carvedigamma 12,5 mg filmom obalené tablety;Karvedilol;;;
Carvedigamma 25 mg filmom obalené tablety;Karvedilol;;;
Carvedilol-Teva 12,5 mg;Karvedilol;;;
Carvedilol-Teva 12,5 mg;Karvedilol;;;
Carvedilol-Teva 25 mg;Karvedilol;;;
Carvedilol-Teva 25 mg;Karvedilol;;;
Carvedilol-Teva 6,25 mg;Karvedilol;;;
Carvedilol-Teva 6,25 mg;Karvedilol;;;
Carzap 16 mg;Kandesartan;;;
Carzap 16 mg;Kandesartan;;;
Carzap 32 mg;Kandesartan;;;
Carzap 8 mg;Kandesartan;;;
Carzap HCT 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Casaro 16 mg;Kandesartan;;;
Casaro 16 mg;Kandesartan;;;
Casaro 32 mg;Kandesartan;;;
Casaro 8 mg;Kandesartan;;;
Casaro HCT 16 mg/12,5 mg;Kandesartan a diuretiká;;;
Catiolanze 50 mikrogramov/ml očné emulzné kvapky;Latanoprost;;;
CEDROX 1000;Cefadroxil;;;
CEDROX 250;Cefadroxil;;;
CEDROX 500;Cefadroxil;;;
CEFIMED 200 mg;Cefixím;;;
CEFIMED 400 mg;Cefixím;;;
CEFIMED 400 mg;Cefixím;;;
Cefixím STADA 200 mg filmom obalené tablety;Cefixím;;;
Cefixím STADA 400 mg filmom obalené tablety;Cefixím;;;
Cefixime InnFarm 100 mg/5 ml granulát na perorálnu suspenziu;Cefixím;;;
Cefixime InnFarm 400 mg;Cefixím;;;
Cefixime InnFarm 400 mg;Cefixím;;;
Cefixime Viatris 400 mg;Cefixím;;;
Cefzil 250 mg;Cefprozil;;;
Cefzil 250 mg/5 ml;Cefprozil;;;
Cefzil 500 mg;Cefprozil;;;
CELEBREX 200 mg;Celekoxib;;;
CellCept 250 mg kapsuly;Kyselina mykofenolová;;;
CellCept 500 mg filmom obalené tablety;Kyselina mykofenolová;;;
CellCept 500 mg prášok na infúzny koncentrát;Kyselina mykofenolová;;;
Cerdelga 84 mg tvrdé kapsuly;Eliglustat;;;
Cerebrolysin 10 ml;Iné liečivá na centrálnu nervovú sústavu;;;
Cerebrolysin 5 ml;Iné liečivá na centrálnu nervovú sústavu;;;
Cerezyme 400 jednotiek prášok na infúzny koncentrát;Imigluceráza;;;
Certican 0,25 mg tablety;Everolimus;;;
Certican 0,75 mg tablety;Everolimus;;;
Cetirizin-ratiopharm 10 mg;Cetirizín;;;
Cetirizin-ratiopharm 10 mg;Cetirizín;;;
Cetirizine Sandoz 10 mg;Cetirizín;;;
Cetixin 10 mg filmom obalené tablety;Cetirizín;;;
Cetixin 10 mg filmom obalené tablety;Cetirizín;;;
Cetrotide 0,25 mg prášok a rozpúšťadlo na injekčný roztok;Cetrorelix;;;
Cetrotide 0,25 mg prášok a rozpúšťadlo na injekčný roztok;Cetrorelix;;;
Cezera 5 mg;Levocetirizín;;;
Cezera 5 mg;Levocetirizín;;;
Cezera 5 mg;Levocetirizín;;;
Cezera 5 mg;Levocetirizín;;;
Cibinqo 100 mg filmom obalené tablety;Abrocitinib;;;
Cibinqo 200 mg filmom obalené tablety;Abrocitinib;;;
Ciclesonide Glenmark 160 mikrogramov/dávka;Ciklezonid;;;
Ciclosporin Viatris 100 mg;Cyklosporín;;;
Ciclosporin Viatris 25 mg;Cyklosporín;;;
Ciclosporin Viatris 50 mg;Cyklosporín;;;
Cimzia 200 mg injekčný roztok v naplnenej injekčnej striekačke;Certolizumab pegol;;;
Cinacalcet Accordpharma 30 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Accordpharma 60 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Heaton 30 mg;Cinakalcet;;;
Cinacalcet Heaton 60 mg;Cinakalcet;;;
Cinacalcet Reddy 60 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Teva 30 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Viatris 30 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Viatris 60 mg filmom obalené tablety;Cinakalcet;;;
Cinacalcet Viatris 90 mg filmom obalené tablety;Cinakalcet;;;
CINIE 100;Sumatriptán;;;
CINIE 50;Sumatriptán;;;
Ciphin 500;Ciprofloxacín;;;
Ciprinol 250;Ciprofloxacín;;;
Ciprinol 500;Ciprofloxacín;;;
Ciprofloxacín Sandoz 500 mg filmom obalené tablety;Ciprofloxacín;;;
Ciprofloxacín Sandoz 500 mg filmom obalené tablety;Ciprofloxacín;;;
Ciprofloxacin-Teva 500 mg filmom obalené tablety;Ciprofloxacín;;;
CIPROLON 500;Ciprofloxacín;;;
Cisordinol 10 mg;Zuklopentixol;;;
Cisordinol Depot 200 mg;Zuklopentixol;;;
